"","VOTED98","CONTACT","AGE","MAJORPTY"
"2410",1,1,38,1
"2411",1,0,48,1
"2412",1,0,51,1
"2413",0,0,21,1
"2414",1,0,49,1
"2415",1,0,89,1
"2416",1,0,34,1
"2417",0,0,28,1
"2418",0,0,49,1
"2419",0,1,39,0
"2420",1,0,52,0
"2421",0,0,73,0
"2422",1,0,68,1
"2423",0,0,86,0
"2424",1,1,85,1
"2425",0,0,46,1
"2426",0,0,71,1
"2427",0,0,85,0
"2428",0,0,45,0
"2429",0,0,47,1
"2430",1,0,57,1
"2431",0,0,40,1
"2432",1,0,45,1
"2433",0,1,97,1
"2434",1,0,49,0
"2435",1,0,70,1
"2436",0,0,28,1
"2437",0,0,83,1
"2438",1,0,52,0
"2439",1,0,93,1
"2440",1,0,39,1
"2441",0,0,74,1
"2442",1,0,43,0
"2443",1,0,32,1
"2444",1,0,74,1
"2445",1,0,40,1
"2446",0,0,34,1
"2447",1,0,78,1
"2448",1,0,63,0
"2449",1,0,60,1
"2450",0,0,47,1
"2451",1,0,80,0
"2452",0,0,24,1
"2453",1,0,53,1
"2454",1,0,38,1
"2455",1,0,44,1
"2456",0,1,63,1
"2457",0,0,45,1
"2458",1,0,32,1
"2459",0,0,36,1
"2460",1,0,35,0
"2461",0,0,40,0
"2462",0,0,36,1
"2463",0,0,62,1
"2464",1,0,78,1
"2465",0,0,23,0
"2466",0,0,60,1
"2467",0,0,37,1
"2468",0,0,35,1
"2469",0,0,93,1
"2470",1,0,49,1
"2471",1,0,46,0
"2472",1,0,51,1
"2473",0,0,69,1
"2474",0,0,25,0
"2475",0,0,81,1
"2476",0,0,51,0
"2477",0,0,45,1
"2478",1,0,47,1
"2479",1,0,46,1
"2480",1,0,29,1
"2481",0,0,45,1
"2482",0,0,38,0
"2483",1,1,78,1
"2484",1,0,34,1
"2485",0,0,57,0
"2486",0,0,32,0
"2487",1,0,42,1
"2488",0,0,73,1
"2489",0,0,29,1
"2490",0,0,31,1
"2491",0,0,35,1
"2492",0,0,21,0
"2493",0,0,53,1
"2494",0,0,52,1
"2495",0,0,24,0
"2496",1,0,57,0
"2497",0,0,28,0
"2498",0,0,26,1
"2499",1,0,44,1
"2500",0,0,59,0
"2501",0,0,23,1
"2502",0,0,31,1
"2503",1,0,37,1
"2504",1,0,44,1
"2505",0,0,28,1
"2506",1,0,28,1
"2507",1,0,76,1
"2508",0,0,29,1
"2509",0,0,26,0
"2510",1,0,29,0
"2511",1,0,60,1
"2512",1,0,34,0
"2513",0,0,25,1
"2514",0,0,49,1
"2515",0,0,29,0
"2516",1,0,30,0
"2517",1,0,77,0
"2518",1,0,69,1
"2519",1,0,54,1
"2520",1,0,39,1
"2521",1,0,44,1
"2522",0,0,27,1
"2523",1,0,54,0
"2524",0,0,58,1
"2525",1,0,35,0
"2526",1,0,35,1
"2527",0,0,52,1
"2528",1,0,42,1
"2529",1,0,71,1
"2530",0,0,23,0
"2531",1,0,37,1
"2532",1,0,32,0
"2533",0,0,49,1
"2534",0,0,59,0
"2535",1,0,36,0
"2536",1,0,75,1
"2537",1,0,27,0
"2538",1,0,56,1
"2539",1,0,61,1
"2540",1,0,53,0
"2541",1,0,58,1
"2542",1,0,63,1
"2543",1,0,52,1
"2544",1,0,71,1
"2545",0,0,45,0
"2546",0,0,47,1
"2547",0,0,32,1
"2548",0,0,34,1
"2549",1,0,71,1
"2550",1,0,61,0
"2551",0,0,26,1
"2552",0,1,21,1
"2553",0,0,72,0
"2554",1,1,51,1
"2555",1,0,70,1
"2556",0,1,42,1
"2557",1,0,41,1
"2558",0,0,45,1
"2559",0,0,40,1
"2560",0,0,27,0
"2561",1,0,89,1
"2562",1,0,49,1
"2563",0,0,44,1
"2564",0,0,39,1
"2565",0,0,26,0
"2566",0,0,69,1
"2567",1,0,29,1
"2568",1,0,43,1
"2569",0,0,35,0
"2570",1,0,54,1
"2571",0,0,45,1
"2572",0,0,60,1
"2573",0,0,30,1
"2574",1,0,70,1
"2575",1,0,56,1
"2576",0,0,32,0
"2577",0,0,39,1
"2578",0,0,37,1
"2579",0,1,82,1
"2580",1,1,68,1
"2581",0,0,47,0
"2582",1,0,34,1
"2583",0,0,37,1
"2584",1,0,29,1
"2585",0,0,33,0
"2586",1,0,66,1
"2587",1,0,39,0
"2588",0,0,19,1
"2589",0,0,76,0
"2590",1,0,82,1
"2591",1,0,37,1
"2592",0,0,57,1
"2593",1,0,58,1
"2594",1,1,79,1
"2595",1,0,49,1
"2596",0,0,39,1
"2597",0,0,43,1
"2598",1,0,55,1
"2599",0,0,22,0
"2600",0,0,66,1
"2601",1,0,62,1
"2602",0,0,54,1
"2603",1,0,36,1
"2604",0,0,33,1
"2605",1,0,36,0
"2606",0,0,37,0
"2607",0,0,51,1
"2608",0,0,29,1
"2609",0,0,42,1
"2610",1,0,67,0
"2611",0,0,39,1
"2612",1,0,62,1
"2613",1,0,47,1
"2614",0,0,38,1
"2615",1,0,21,0
"2616",1,0,41,1
"2617",0,0,68,1
"2618",0,0,37,1
"2619",0,0,31,1
"2620",0,0,37,1
"2621",1,0,31,1
"2622",0,0,47,1
"2623",0,0,41,0
"2624",0,0,76,1
"2625",0,0,91,1
"2626",1,0,75,0
"2627",1,0,80,0
"2628",1,0,34,1
"2629",0,0,37,1
"2630",1,0,42,1
"2631",1,0,85,1
"2632",0,0,30,0
"2633",0,0,32,0
"2634",1,1,61,1
"2635",1,0,69,1
"2636",1,0,72,1
"2637",1,0,88,1
"2638",0,0,80,1
"2639",0,0,45,1
"2640",1,0,79,0
"2641",0,0,79,0
"2642",1,0,66,1
"2643",0,0,63,1
"2644",0,0,66,0
"2645",1,0,76,1
"2646",0,0,57,1
"2647",0,0,78,1
"2648",0,0,52,1
"2649",1,0,45,1
"2650",0,0,28,0
"2651",1,0,54,1
"2652",0,0,46,1
"2653",1,0,44,0
"2654",0,0,32,1
"2655",1,0,52,1
"2656",0,0,48,1
"2657",0,0,37,0
"2658",0,0,76,0
"2659",1,0,45,1
"2660",0,0,59,1
"2661",0,0,45,1
"2662",1,0,81,0
"2663",1,0,48,1
"2664",1,0,39,1
"2665",1,0,38,1
"2666",0,0,56,1
"2667",0,0,33,1
"2668",0,0,44,1
"2669",0,0,33,1
"2670",1,0,74,1
"2671",0,0,25,1
"2672",0,0,25,0
"2673",0,0,79,1
"2674",1,0,38,0
"2675",1,0,57,1
"2676",0,0,34,1
"2677",0,0,47,1
"2678",1,0,81,1
"2679",0,0,51,1
"2680",0,0,34,1
"2681",1,0,34,0
"2682",1,0,51,0
"2683",1,0,56,1
"2684",1,0,28,1
"2685",0,0,30,0
"2686",0,0,82,1
"2687",0,0,76,1
"2688",0,0,94,0
"2689",0,0,41,1
"2690",1,0,63,1
"2691",0,0,34,1
"2692",1,0,46,1
"2693",0,0,54,0
"2694",1,0,60,1
"2695",0,0,33,0
"2696",1,0,30,1
"2697",1,0,62,1
"2698",1,0,55,1
"2699",0,0,27,1
"2700",0,0,60,1
"2701",0,0,30,1
"2702",0,0,27,0
"2703",0,0,40,1
"2704",1,0,50,1
"2705",0,0,32,1
"2706",1,0,42,0
"2707",1,0,48,1
"2708",0,0,34,1
"2709",0,0,79,1
"2710",1,0,54,1
"2711",0,0,40,1
"2712",0,0,25,0
"2713",1,0,84,1
"2714",0,0,26,0
"2715",0,0,49,1
"2716",0,0,82,0
"2717",1,0,34,1
"2718",1,0,35,1
"2719",1,0,66,1
"2720",1,0,73,1
"2721",1,1,36,1
"2722",0,0,70,1
"2723",1,0,42,1
"2724",0,0,79,0
"2725",1,0,41,1
"2726",1,0,25,1
"2727",1,0,57,1
"2728",0,0,45,1
"2729",0,0,29,1
"2730",1,0,36,1
"2731",1,0,76,1
"2732",0,0,86,1
"2733",1,0,50,1
"2734",1,0,41,0
"2735",1,0,32,1
"2736",0,0,37,1
"2737",0,0,75,0
"2738",1,0,68,0
"2739",1,0,45,0
"2740",0,0,55,1
"2741",1,0,71,1
"2742",0,0,26,0
"2743",1,0,40,1
"2744",0,0,84,1
"2745",1,0,83,1
"2746",0,1,40,0
"2747",0,0,78,1
"2748",1,0,69,1
"2749",1,0,53,1
"2750",0,0,51,1
"2751",0,0,33,1
"2752",0,0,45,1
"2753",0,0,26,0
"2754",0,0,55,1
"2755",0,1,20,0
"2756",1,1,52,1
"2757",0,0,52,1
"2758",1,0,87,1
"2759",1,0,26,1
"2760",1,0,36,1
"2761",0,0,33,1
"2762",0,0,88,1
"2763",0,0,22,1
"2764",0,0,56,1
"2765",1,0,33,0
"2766",0,1,38,0
"2767",1,0,38,1
"2768",1,1,41,0
"2769",1,0,21,0
"2770",0,0,43,1
"2771",1,0,76,0
"2772",0,0,33,1
"2773",0,0,24,0
"2774",1,0,29,1
"2775",0,0,40,1
"2776",1,0,45,1
"2777",1,0,36,0
"2778",0,0,37,1
"2779",0,0,50,1
"2780",1,0,44,1
"2781",1,0,39,0
"2782",0,0,52,0
"2783",0,0,44,0
"2784",0,0,67,1
"2785",1,0,36,1
"2786",0,0,37,1
"2787",0,0,37,1
"2788",1,0,53,1
"2789",0,0,75,1
"2790",0,0,46,1
"2791",1,0,39,1
"2792",0,0,65,0
"2793",0,0,62,0
"2794",0,0,59,1
"2795",0,0,21,1
"2796",1,0,33,1
"2797",1,1,36,0
"2798",0,0,52,1
"2799",1,0,29,1
"2800",0,1,87,1
"2801",1,0,48,1
"2802",0,0,64,1
"2803",1,0,44,1
"2804",0,0,33,1
"2805",0,0,46,1
"2806",0,0,43,1
"2807",1,0,79,1
"2808",1,1,46,1
"2809",0,0,39,0
"2810",0,0,36,1
"2811",0,0,48,0
"2812",0,0,28,1
"2813",0,0,37,1
"2814",0,0,54,1
"2815",1,0,48,1
"2816",1,0,91,1
"2817",0,0,75,0
"2818",0,0,30,1
"2819",0,1,50,1
"2820",0,0,37,0
"2821",1,0,63,1
"2822",0,0,79,1
"2823",1,0,77,1
"2824",0,0,26,0
"2825",0,0,39,1
"2826",1,0,43,1
"2827",0,0,30,0
"2828",1,1,70,0
"2829",0,0,61,1
"2830",0,0,35,1
"2831",1,0,73,1
"2832",1,0,43,0
"2833",1,0,38,1
"2834",0,0,31,1
"2835",1,0,55,1
"2836",1,0,76,1
"2837",0,0,49,0
"2838",1,0,78,1
"2839",1,0,83,1
"2840",1,0,34,1
"2841",1,0,87,1
"2842",1,0,66,1
"2843",0,0,49,1
"2844",0,0,32,0
"2845",0,0,49,0
"2846",0,0,54,1
"2847",0,0,30,0
"2848",0,0,76,1
"2849",0,0,38,1
"2850",1,0,42,1
"2851",0,0,24,1
"2852",0,0,25,0
"2853",1,0,26,1
"2854",0,0,26,0
"2855",0,0,25,0
"2856",1,0,59,1
"2857",1,0,57,1
"2858",0,0,46,1
"2859",1,0,31,0
"2860",0,0,24,1
"2861",0,0,38,1
"2862",0,0,45,1
"2863",0,0,33,0
"2864",0,0,43,0
"2865",1,0,39,0
"2866",1,0,79,1
"2867",0,0,30,1
"2868",1,0,64,1
"2869",0,0,27,1
"2870",0,0,28,1
"2871",0,0,36,1
"2872",1,0,43,1
"2873",1,0,51,0
"2874",0,0,59,1
"2875",0,0,45,0
"2876",0,0,32,1
"2877",0,0,44,1
"2878",1,0,67,0
"2879",1,0,67,1
"2880",0,0,85,1
"2881",0,0,38,1
"2882",0,0,35,1
"2883",0,0,79,1
"2884",1,0,28,1
"2885",0,0,31,1
"2886",1,1,23,0
"2887",0,0,45,1
"2888",0,0,27,0
"2889",1,0,81,1
"2890",0,0,35,1
"2891",0,0,52,1
"2892",1,0,34,1
"2893",0,0,26,0
"2894",0,0,66,0
"2895",0,0,72,1
"2896",1,0,45,0
"2897",1,0,77,1
"2898",1,0,81,1
"2899",1,0,32,0
"2900",1,0,43,0
"2901",0,0,29,0
"2902",1,0,35,1
"2903",0,0,24,1
"2904",0,0,36,0
"2905",1,0,52,1
"2906",1,1,72,1
"2907",0,0,27,0
"2908",0,0,57,1
"2909",1,0,35,0
"2910",1,0,53,1
"2911",0,0,31,1
"2912",1,0,78,1
"2913",1,0,55,1
"2914",0,0,35,0
"2915",0,0,29,0
"2916",0,0,41,1
"2917",1,0,58,0
"2918",0,0,70,1
"2919",0,0,48,0
"2920",0,0,71,1
"2921",0,0,78,1
"2922",1,0,47,1
"2923",1,0,91,1
"2924",1,0,84,1
"2925",0,0,80,1
"2926",1,0,69,1
"2927",1,0,41,1
"2928",0,0,30,1
"2929",1,0,84,1
"2930",0,0,29,1
"2931",1,0,45,1
"2932",0,0,63,1
"2933",0,0,65,1
"2934",0,0,77,1
"2935",0,1,84,1
"2936",0,0,59,0
"2937",1,0,40,0
"2938",1,0,30,1
"2939",1,0,35,1
"2940",0,0,38,1
"2941",0,0,77,0
"2942",0,0,19,0
"2943",1,0,53,1
"2944",0,0,96,1
"2945",1,0,75,1
"2946",0,0,26,1
"2947",0,0,19,1
"2948",0,0,30,1
"2949",0,0,35,1
"2950",0,0,35,0
"2951",1,0,61,1
"2952",0,0,21,0
"2953",0,0,79,1
"2954",0,0,34,1
"2955",1,0,40,1
"2956",0,0,27,1
"2957",1,0,48,1
"2958",1,1,34,1
"2959",0,0,29,1
"2960",0,0,34,1
"2961",0,0,41,1
"2962",1,0,69,0
"2963",0,1,76,1
"2964",0,0,36,0
"2965",1,0,43,1
"2966",0,0,75,1
"2967",0,0,38,1
"2968",1,0,49,1
"2969",0,0,63,0
"2970",0,0,31,0
"2971",1,0,79,1
"2972",1,0,65,1
"2973",0,0,55,1
"2974",0,0,25,0
"2975",1,0,38,1
"2976",0,0,50,1
"2977",0,0,63,1
"2978",0,0,63,1
"2979",0,0,76,1
"2980",0,0,86,1
"2981",0,0,50,0
"2982",1,0,52,1
"2983",0,0,57,1
"2984",0,0,43,0
"2985",1,0,32,0
"2986",0,0,72,0
"2987",1,0,50,1
"2988",0,0,32,1
"2989",0,0,83,0
"2990",1,0,49,1
"2991",1,0,47,1
"2992",0,0,47,1
"2993",0,0,40,1
"2994",1,0,40,1
"2995",0,0,28,0
"2996",1,0,71,1
"2997",0,1,90,1
"2998",0,0,38,1
"2999",0,0,30,1
"3000",0,0,38,1
"3001",0,0,40,1
"3002",0,0,51,1
"3003",1,0,48,1
"3004",1,0,55,1
"3005",0,0,19,0
"3006",0,0,44,1
"3007",1,0,29,1
"3008",0,0,36,1
"3009",0,0,43,1
"3010",1,0,48,1
"3011",1,0,90,1
"3012",1,0,71,0
"3013",0,0,26,1
"3014",0,0,35,1
"3015",0,0,70,0
"3016",1,0,77,0
"3017",0,0,56,1
"3018",1,0,79,1
"3019",0,0,54,0
"3020",0,0,22,0
"3021",1,0,40,1
"3022",0,0,38,1
"3023",0,0,45,1
"3024",1,0,57,1
"3025",0,0,46,0
"3026",1,0,38,1
"3027",1,0,43,1
"3028",0,0,74,1
"3029",0,0,43,0
"3030",1,0,47,1
"3031",1,0,41,1
"3032",1,1,71,1
"3033",0,0,53,0
"3034",0,0,89,1
"3035",1,0,81,1
"3036",1,0,60,1
"3037",0,0,63,1
"3038",0,0,44,0
"3039",0,0,27,0
"3040",0,0,31,0
"3041",0,0,29,1
"3042",0,0,41,1
"3043",0,0,23,1
"3044",0,0,41,1
"3045",1,0,58,1
"3046",0,0,56,1
"3047",1,0,51,1
"3048",0,0,79,0
"3049",0,0,83,1
"3050",0,0,43,0
"3051",1,0,53,1
"3052",0,0,26,1
"3053",0,0,68,0
"3054",0,0,67,0
"3055",0,0,46,1
"3056",0,0,26,1
"3057",1,0,56,0
"3058",1,0,60,1
"3059",1,0,51,1
"3060",1,0,45,1
"3061",0,0,49,1
"3062",0,0,26,1
"3063",0,0,58,0
"3064",1,0,48,1
"3065",0,0,30,0
"3066",1,0,64,1
"3067",1,0,37,1
"3068",0,0,28,0
"3069",1,0,72,1
"3070",0,0,30,0
"3071",0,0,34,0
"3072",0,0,56,1
"3073",1,0,65,1
"3074",0,0,26,1
"3075",0,0,71,1
"3076",1,0,43,1
"3077",0,0,27,0
"3078",1,0,40,1
"3079",0,0,53,1
"3080",0,0,30,1
"3081",0,0,38,1
"3082",1,0,37,0
"3083",0,0,35,1
"3084",0,0,47,0
"3085",0,0,37,0
"3086",0,0,39,1
"3087",1,0,51,1
"3088",1,0,45,0
"3089",1,0,32,1
"3090",1,0,78,1
"3091",1,0,82,0
"3092",1,0,46,1
"3093",1,0,74,1
"3094",0,0,52,1
"3095",1,0,41,0
"3096",0,0,25,0
"3097",0,0,34,1
"3098",0,0,65,0
"3099",1,0,40,1
"3100",1,0,50,1
"3101",0,0,59,1
"3102",1,0,47,1
"3103",1,0,67,1
"3104",1,0,80,1
"3105",0,0,30,0
"3106",0,0,35,0
"3107",1,0,48,1
"3108",1,0,74,1
"3109",1,0,69,1
"3110",1,0,41,1
"3111",0,0,35,1
"3112",1,0,20,1
"3113",0,0,57,0
"3114",1,0,49,1
"3115",1,0,58,1
"3116",1,0,74,1
"3117",1,0,76,1
"3118",1,0,27,1
"3119",0,1,62,1
"3120",1,0,46,1
"3121",1,1,41,1
"3122",1,0,59,1
"3123",1,0,65,1
"3124",1,0,47,1
"3125",0,0,74,1
"3126",0,0,34,1
"3127",0,0,79,0
"3128",0,0,21,1
"3129",1,1,81,1
"3130",1,1,69,1
"3131",1,0,47,1
"3132",0,0,60,1
"3133",0,0,45,1
"3134",0,0,33,1
"3135",0,0,35,1
"3136",0,0,31,0
"3137",0,0,64,1
"3138",1,0,80,1
"3139",1,0,54,0
"3140",1,0,35,1
"3141",1,0,42,1
"3142",1,0,87,1
"3143",1,0,46,1
"3144",0,0,46,1
"3145",0,0,85,0
"3146",0,0,81,0
"3147",1,0,75,0
"3148",1,0,19,1
"3149",0,0,50,1
"3150",1,0,53,0
"3151",1,0,30,1
"3152",1,0,80,1
"3153",0,0,58,0
"3154",0,0,66,1
"3155",1,0,55,1
"3156",0,0,22,1
"3157",0,1,44,0
"3158",1,0,49,1
"3159",1,0,40,1
"3160",0,0,84,1
"3161",0,0,62,1
"3162",1,0,36,1
"3163",0,0,25,1
"3164",0,0,20,0
"3165",1,0,52,1
"3166",1,0,33,1
"3167",0,0,44,1
"3168",1,0,70,1
"3169",0,0,35,1
"3170",1,0,82,1
"3171",0,0,32,1
"3172",0,0,22,1
"3173",1,0,52,1
"3174",0,0,41,1
"3175",1,0,79,1
"3176",0,0,65,1
"3177",1,0,63,1
"3178",1,0,31,1
"3179",0,0,23,0
"3180",0,0,27,1
"3181",1,0,86,1
"3182",0,0,44,0
"3183",1,0,31,1
"3184",0,0,83,1
"3185",1,1,33,1
"3186",1,0,78,1
"3187",1,0,66,1
"3188",0,0,78,0
"3189",0,0,61,1
"3190",0,0,63,1
"3191",0,1,48,1
"3192",0,0,82,1
"3193",1,0,56,1
"3194",0,0,46,1
"3195",1,0,33,1
"3196",0,0,36,0
"3197",1,0,45,1
"3198",0,0,43,1
"3199",0,0,34,1
"3200",0,0,28,0
"3201",0,1,32,1
"3202",1,0,25,0
"3203",0,0,33,1
"3204",0,0,21,0
"3205",1,0,32,1
"3206",0,0,86,0
"3207",0,0,31,0
"3208",0,0,46,0
"3209",1,1,44,1
"3210",1,0,50,1
"3211",0,0,85,1
"3212",1,0,86,0
"3213",0,0,28,1
"3214",0,0,24,0
"3215",0,0,24,1
"3216",0,0,36,0
"3217",0,0,65,1
"3218",1,0,53,0
"3219",1,0,59,0
"3220",0,0,28,1
"3221",0,0,22,0
"3222",1,0,67,1
"3223",0,0,42,1
"3224",0,0,46,1
"3225",1,0,25,0
"3226",0,0,65,1
"3227",1,0,82,1
"3228",1,0,71,1
"3229",0,0,37,1
"3230",1,0,42,0
"3231",1,1,32,1
"3232",0,0,84,1
"3233",0,0,79,1
"3234",1,0,43,1
"3235",1,0,49,1
"3236",1,1,51,1
"3237",0,0,33,1
"3238",0,0,31,1
"3239",1,0,51,1
"3240",0,0,50,0
"3241",1,0,38,0
"3242",0,0,68,1
"3243",1,0,75,1
"3244",0,0,52,0
"3245",0,0,33,0
"3246",1,0,84,0
"3247",0,0,51,1
"3248",0,0,33,1
"3249",0,0,20,0
"3250",0,0,62,0
"3251",1,0,57,1
"3252",1,0,59,0
"3253",0,0,41,1
"3254",1,0,72,1
"3255",0,0,48,1
"3256",0,0,81,1
"3257",0,0,38,1
"3258",0,0,47,1
"3259",0,0,32,0
"3260",0,0,54,1
"3261",0,0,46,0
"3262",1,0,23,1
"3263",1,0,50,1
"3264",1,0,91,1
"3265",0,0,42,1
"3266",0,0,25,0
"3267",0,0,39,1
"3268",0,0,21,0
"3269",0,0,21,0
"3270",0,0,31,1
"3271",0,0,52,1
"3272",0,0,86,1
"3273",1,0,90,1
"3274",1,0,42,0
"3275",0,0,73,1
"3276",1,0,41,1
"3277",0,1,35,1
"3278",0,0,69,1
"3279",0,0,29,0
"3280",0,0,37,1
"3281",0,0,32,1
"3282",1,1,59,1
"3283",0,0,30,1
"3284",0,0,52,1
"3285",0,0,28,0
"3286",1,0,32,1
"3287",0,0,49,1
"3288",1,0,50,1
"3289",1,0,27,0
"3290",0,0,40,0
"3291",1,1,76,1
"3292",1,1,70,1
"3293",1,0,49,1
"3294",0,0,22,0
"3295",1,0,60,1
"3296",0,0,42,1
"3297",1,0,38,1
"3298",1,0,64,1
"3299",0,0,36,1
"3300",1,1,44,1
"3301",1,0,85,1
"3302",0,0,36,1
"3303",1,0,29,1
"3304",0,1,50,1
"3305",1,0,93,1
"3306",1,0,77,1
"3307",1,0,32,1
"3308",1,0,51,1
"3309",1,0,38,1
"3310",0,0,66,1
"3311",0,0,49,1
"3312",0,0,39,1
"3313",0,0,37,1
"3314",0,0,68,1
"3315",0,0,33,1
"3316",0,0,34,0
"3317",1,0,34,1
"3318",1,1,32,1
"3319",0,0,19,1
"3320",1,0,36,1
"3321",0,0,49,0
"3322",0,0,30,0
"3323",0,0,37,1
"3324",0,0,65,0
"3325",1,0,77,1
"3326",0,0,80,1
"3327",0,0,35,0
"3328",0,0,35,1
"3329",0,0,64,1
"3330",1,0,81,0
"3331",0,0,57,1
"3332",0,0,22,0
"3333",1,0,29,1
"3334",0,0,38,1
"3335",0,0,65,1
"3336",0,0,42,1
"3337",1,0,21,0
"3338",0,0,33,1
"3339",1,1,67,1
"3340",1,0,88,1
"3341",0,0,39,0
"3342",1,0,38,1
"3343",1,0,46,1
"3344",0,0,46,1
"3345",0,0,68,1
"3346",0,0,71,1
"3347",1,1,60,0
"3348",1,0,60,1
"3349",0,0,77,1
"3350",1,1,57,1
"3351",0,0,53,1
"3352",0,0,21,1
"3353",1,0,86,1
"3354",0,0,90,1
"3355",1,0,47,1
"3356",1,0,24,1
"3357",1,0,29,1
"3358",0,0,42,1
"3359",0,0,40,1
"3360",0,0,42,1
"3361",1,0,47,1
"3362",1,0,50,1
"3363",0,0,33,1
"3364",0,0,51,1
"3365",0,0,46,1
"3366",0,0,40,1
"3367",1,0,75,0
"3368",1,0,37,1
"3369",0,0,56,1
"3370",1,0,19,0
"3371",1,0,29,0
"3372",1,0,76,1
"3373",0,0,51,1
"3374",0,0,69,0
"3375",0,0,82,1
"3376",0,0,26,0
"3377",1,0,79,0
"3378",1,0,27,0
"3379",1,1,80,0
"3380",1,0,68,1
"3381",1,0,91,0
"3382",1,0,56,1
"3383",1,0,60,1
"3384",1,0,47,0
"3385",0,0,75,0
"3386",1,0,37,1
"3387",0,0,30,0
"3388",0,0,66,1
"3389",0,0,37,1
"3390",1,0,47,1
"3391",1,0,37,1
"3392",0,0,31,1
"3393",0,0,19,0
"3394",0,0,55,1
"3395",1,0,85,1
"3396",1,0,47,1
"3397",0,0,72,0
"3398",0,0,43,1
"3399",0,0,35,0
"3400",0,0,75,1
"3401",1,0,76,1
"3402",0,0,24,0
"3403",0,0,48,0
"3404",1,0,54,1
"3405",1,0,50,1
"3406",0,0,65,1
"3407",1,0,81,1
"3408",1,0,84,1
"3409",1,0,82,1
"3410",1,0,32,1
"3411",0,0,30,1
"3412",0,0,32,1
"3413",0,0,47,0
"3414",1,0,70,1
"3415",1,0,52,1
"3416",0,0,29,0
"3417",1,0,41,1
"3418",1,0,40,1
"3419",0,0,28,1
"3420",0,0,55,1
"3421",0,0,25,1
"3422",0,0,38,1
"3423",1,0,76,0
"3424",1,0,74,1
"3425",0,0,44,1
"3426",0,0,39,1
"3427",0,0,27,0
"3428",0,0,39,1
"3429",1,0,48,1
"3430",0,0,35,1
"3431",1,0,49,1
"3432",1,0,78,1
"3433",1,0,49,1
"3434",0,0,38,1
"3435",1,0,57,1
"3436",0,0,88,0
"3437",1,0,53,0
"3438",1,0,76,0
"3439",0,0,29,1
"3440",1,0,78,0
"3441",0,0,55,0
"3442",1,0,49,1
"3443",0,0,60,1
"3444",1,0,70,1
"3445",0,0,60,1
"3446",0,0,52,0
"3447",1,0,35,0
"3448",1,0,45,1
"3449",1,0,27,0
"3450",0,0,69,1
"3451",0,0,29,0
"3452",1,0,41,1
"3453",0,0,30,0
"3454",0,0,27,0
"3455",1,0,35,1
"3456",1,0,50,1
"3457",0,0,40,1
"3458",1,0,45,1
"3459",1,0,25,1
"3460",0,0,41,0
"3461",1,0,72,0
"3462",0,0,29,1
"3463",1,0,39,1
"3464",0,0,69,1
"3465",1,1,76,1
"3466",1,0,43,0
"3467",0,0,88,0
"3468",1,0,64,0
"3469",1,1,45,0
"3470",1,0,51,1
"3471",0,0,57,0
"3472",0,0,46,1
"3473",1,0,36,0
"3474",0,0,40,1
"3475",0,0,30,0
"3476",0,0,84,1
"3477",0,0,24,1
"3478",1,0,76,0
"3479",0,0,54,0
"3480",0,0,40,0
"3481",0,0,21,0
"3482",0,0,24,1
"3483",0,0,28,1
"3484",0,1,36,1
"3485",1,0,80,1
"3486",0,0,40,0
"3487",1,0,46,1
"3488",0,0,58,1
"3489",0,0,54,0
"3490",0,0,71,1
"3491",1,0,74,0
"3492",1,0,46,0
"3493",1,0,54,1
"3494",0,0,53,1
"3495",0,0,49,1
"3496",0,0,31,0
"3497",1,0,81,1
"3498",0,0,27,1
"3499",0,0,65,1
"3500",1,1,61,1
"3501",0,0,47,1
"3502",1,0,84,1
"3503",0,0,59,1
"3504",0,0,83,1
"3505",0,0,93,1
"3506",1,0,35,0
"3507",0,0,48,1
"3508",1,0,62,0
"3509",0,0,32,1
"3510",1,0,54,1
"3511",0,0,42,1
"3512",0,0,31,1
"3513",0,0,28,1
"3514",0,1,35,0
"3515",0,0,30,1
"3516",0,0,33,1
"3517",1,0,40,0
"3518",1,0,60,1
"3519",0,0,30,0
"3520",0,1,36,1
"3521",1,0,28,0
"3522",0,0,42,0
"3523",1,0,49,1
"3524",0,0,52,1
"3525",1,0,78,1
"3526",1,0,59,1
"3527",0,1,52,1
"3528",1,0,68,1
"3529",0,0,69,1
"3530",1,0,54,0
"3531",1,0,69,1
"3532",1,1,75,1
"3533",1,0,51,1
"3534",0,0,30,1
"3535",0,0,47,1
"3536",0,0,69,1
"3537",0,0,37,1
"3538",0,0,21,1
"3539",1,0,24,0
"3540",0,0,28,0
"3541",1,0,74,1
"3542",1,0,37,0
"3543",0,0,31,1
"3544",0,0,51,0
"3545",1,0,55,1
"3546",1,0,65,1
"3547",1,0,40,0
"3548",0,0,41,1
"3549",1,0,71,1
"3550",0,0,46,0
"3551",1,0,87,1
"3552",0,1,45,0
"3553",0,0,38,1
"3554",0,0,60,1
"3555",0,0,57,1
"3556",0,0,76,1
"3557",1,0,48,1
"3558",0,0,26,1
"3559",0,0,68,0
"3560",1,0,93,1
"3561",1,0,34,0
"3562",0,0,64,0
"3563",0,0,64,1
"3564",1,0,74,1
"3565",0,0,36,1
"3566",0,0,20,1
"3567",1,0,48,1
"3568",1,0,58,1
"3569",1,0,85,0
"3570",0,0,38,1
"3571",1,0,89,1
"3572",1,0,63,1
"3573",1,0,87,1
